,key,alias,name,review_count,categories,display_address,addy_one,addy_two,addy_three,city,zip_code,phone
846,1201-caf,café-à-côté-sacramento-2,Café À Côté,54,"['Bars', 'Cafes', 'Coffee & Tea']","['1201 K St', 'Sacramento, CA 95814']",1201 K St,,,Sacramento,95814,+19163298033
847,900-ban,bangkok-12-thai-restaurant-sacramento,Bangkok @12 Thai Restaurant,875,['Thai'],"['900 12th St', 'Sacramento, CA 95814']",900 12th St,,,Sacramento,95814,+19164435588
848,816-jim,jim-dennys-sacramento-5,Jim Dennys,43,"['Hot Dogs', 'Sandwiches', 'Burgers']","['816 12th St', 'Sacramento, CA 95814']",816 12th St,,,Sacramento,95814,
849,5315-col,colonial-park-sacramento,Colonial Park,2,"['Basketball Courts', 'Parks']","['5315 19th Ave', 'Sacramento, CA 95820']",5315 19th Ave,,,Sacramento,95820,+19168085200
850,1131-ton,tonys-delicatessen-and-catering-sacramento,Tony's Delicatessen & Catering,331,"['Delis', 'Caterers']","['1131 J St', 'Sacramento, CA 95814']",1131 J St,,,Sacramento,95814,+19164478669
851,2201-hat,hatuey-cigars-sacramento,Hatuey Cigars,27,['Cigar Bars'],"['2201 16th St', 'Sacramento, CA 95818']",2201 16th St,,,Sacramento,95818,+19164424554
852,1123-sta,starbucks-sacramento-96,Starbucks,91,['Coffee & Tea'],"['1123 12th St', 'Hyatt Regency Sacramento.', 'Sacramento, CA 95814']",1123 12th St,Hyatt Regency Sacramento.,Hyatt Regency Sacramento.,Sacramento,95814,+19163213716
853,1100-blu,blue-print-sacramento,Blue print,8,['American'],"['1100 H St', 'Sacramento, CA 95814']",1100 H St,,,Sacramento,95814,
854,850-elf,el-forastero-mexican-food-sacramento,El Forastero Mexican Food,110,['Mexican'],"['850 El Camino Ave', 'Sacramento, CA 95815']",850 El Camino Ave,,,Sacramento,95815,+19169251026
855,1547-ali,alibaba-international-foods-arden-arcade,Alibaba International foods,1,"['Mediterranean', 'Convenience Stores']","['1547 Fulton Ave', 'Ste C', 'Arden-Arcade, CA 95825']",1547 Fulton Ave,,,Arden-Arcade,95825,+12793450910
856,1547-kin,kind-bean-cafe-sacramento-2,Kind Bean Cafe,73,"['Cafes', 'Ethiopian']","['1547 Fulton Ave', 'Ste D', 'Sacramento, CA 95825']",1547 Fulton Ave,,,Sacramento,95825,+12793450909
857,1547-med,mediterranean-market-sacramento,Mediterranean Market,93,"['Grocery', 'Halal']","['1547 Fulton Ave', 'Sacramento, CA 95825']",1547 Fulton Ave,,,Sacramento,95825,+19169721237
858,1123-sac,sacramento-masonic-temple-sacramento,Sacramento Masonic Temple,31,"['Venues & Event Spaces', 'Landmarks & Historical Buildings']","['1123 J St', 'Sacramento, CA 95814']",1123 J St,,,Sacramento,95814,+19164435058
859,2326-col,colos-southern-cafe-sacramento,Colo's Southern Cafe ,163,"['Soul Food', 'Seafood']","['2326 Del Paso Blvd', 'Sacramento, CA 95815']",2326 Del Paso Blvd,,,Sacramento,95815,+19166928948
860,2416-hea,heat-shabu-baru-sacramento-6,Heat Shabu Baru,1344,"['Japanese', 'Hot Pot', 'Asian Fusion']","['2416 18th St', 'Ste E', 'Sacramento, CA 95818']",2416 18th St,,,Sacramento,95818,+19169309888
861,1131-ell,ella-dining-room-and-bar-sacramento,Ella Dining Room and Bar,2101,"['New American', 'Venues & Event Spaces', 'Cocktail Bars']","['1131 K St', 'Sacramento, CA 95814']",1131 K St,,,Sacramento,95814,+19164433772
862,2130-fla,flame-club-sacramento,Flame Club,135,['Dive Bars'],"['2130 16th St', 'Sacramento, CA 95818']",2130 16th St,,,Sacramento,95818,+19164429622
863,1111-imm,immortal-cafe-and-supply-sacramento,Immortal Cafe & Supply,51,"['Cafes', 'Coffee & Tea', 'Wine Bars']","['1111 H St', 'Ste 102', 'Sacramento, CA 95814']",1111 H St,,,Sacramento,95814,
864,2215-mil,mi-lindo-jalisco-sacramento,Mi Lindo Jalisco,7,['Mexican'],"['2215 Del Paso Blvd', 'Sacramento, CA 95815']",2215 Del Paso Blvd,,,Sacramento,95815,+19165158569
865,2212-t4t,t4-tea-4-u-sacramento,T4 - Tea 4 U,552,"['Bubble Tea', 'Coffee & Tea', 'Juice Bars & Smoothies']","['2212 16th St', 'Sacramento, CA 95818']",2212 16th St,,,Sacramento,95818,+19167585747
866,2201-ful,fulton-el-camino-recreation-and-park-district-sacramento,Fulton-El Camino Recreation & Park District,3,['Parks'],"['2201 Cottage Way', 'Sacramento, CA 95825']",2201 Cottage Way,,,Sacramento,95825,+19169273802
867,1215-kin,kindred-seoul-sacramento,Kindred Seoul,43,['Korean'],"['1215 O St', 'Sacramento, CA 95814']",1215 O St,,,Sacramento,95814,+19167090453
868,2210-jen,jensai-sushi-sacramento,Jensai Sushi,401,"['Sushi Bars', 'Japanese']","['2210 16th St', 'Sacramento, CA 95818']",2210 16th St,,,Sacramento,95818,+19164438888
869,1121-whi,whired-wine-window-sacramento-5,Whired Wine Window,116,"['Wine Bars', 'Tapas/Small Plates', 'Venues & Event Spaces']","['1121 L St', 'Ste 101', 'Sacramento, CA 95814']",1121 L St,,,Sacramento,95814,
870,845-wie,wienerschnitzel-sacramento,Wienerschnitzel,20,"['Hot Dogs', 'Fast Food', 'Sandwiches']","['845 El Camino Ave', 'Sacramento, CA 95815']",845 El Camino Ave,,,Sacramento,95815,+19169277072
871,899-car,carls-jr-sacramento-10,Carl's Jr,41,"['Burgers', 'Fast Food', 'Breakfast & Brunch']","['899 El Rd', 'Sacramento, CA 95815']",899 El Rd,,,Sacramento,95815,+19169291087
872,1730-uye,uye-baby-bumpy-humpy-hour-new-helvetia-brewing-company-sacramento,UYE Baby Bumpy Humpy Hour! @ New Helvetia Brewing Company,1,['Unofficial Yelp Events'],"['1730 Broadway', 'Sacramento, CA 95818']",1730 Broadway,,,Sacramento,95818,
873,901-pop,popeyes-louisiana-kitchen-sacramento-6,Popeyes Louisiana Kitchen,170,"['Fast Food', 'Chicken Wings']","['901 El Camino Ave', 'Sacramento, CA 95815']",901 El Camino Ave,,,Sacramento,95815,+19165642778
874,1728-sta,star-india-curry-and-grill-sacramento,Star India Curry and Grill,72,"['Indian', 'Vegetarian']","['1728 Broadway', 'Sacramento, CA 95818']",1728 Broadway,,,Sacramento,95818,+19164412172
875,1724-kyo,kyoto-sushi-bar-grill-and-ramen-sacramento-4,Kyoto Sushi Bar Grill & Ramen,500,"['Ramen', 'Sushi Bars', 'Grill Services']","['1724 Broadway', 'Sacramento, CA 95818']",1724 Broadway,,,Sacramento,95818,+19164922250
876,765-elf,el-fogoncito-sacramento,El Fogoncito,1,"['Mexican', 'Food Stands']","['765 El Camino Ave', 'Sacramento, CA 95818']",765 El Camino Ave,,,Sacramento,95818,
877,516-jne,j-neely-johnson-park-sacramento,J. Neely Johnson Park,2,['Parks'],"['516 11th St', 'Sacramento, CA 95814']",516 11th St,,,Sacramento,95814,
878,921-loc,locked-barrel-sacramento,Locked Barrel,35,['Whiskey Bars'],"['921 11th St', 'Sacramento, CA 95814']",921 11th St,,,Sacramento,95814,+19162461545
879,1111-pam,pampas-brazilian-steakhouse-sacramento,Pampas Brazilian Steakhouse,13,"['Steakhouses', 'Brazilian', 'Wine Bars']","['1111 J St', 'Sacramento, CA 95814']",1111 J St,,,Sacramento,95814,+19168983184
880,2530-est,estelle-bakery-and-pâtisserie-sacramento-2,Estelle Bakery & Pâtisserie,720,"['Bakeries', 'Sandwiches', 'Patisserie/Cake Shop']","['2530 Arden Wy', 'Sacramento, CA 95825']",2530 Arden Wy,,,Sacramento,95825,+19165511500
881,2421-mas,mast-coffee-sacramento,Mast Coffee,113,"['Coffee & Tea', 'Coffee Roasteries']","['2421 17th St', 'Sacramento, CA 95818']",2421 17th St,,,Sacramento,95818,+19164908018
882,1215-the,the-state-grind-sacramento,The State Grind,11,['Coffee & Tea'],"['1215 O St', 'Sacramento, CA 95814']",1215 O St,,,Sacramento,95814,
883,2201-how,howe-avenue-dog-park-sacramento,Howe Avenue Dog Park,30,['Dog Parks'],"['2201 Cottage Way', 'Sacramento, CA 95825']",2201 Cottage Way,,,Sacramento,95825,
884,2424-for,formosa-cafe-sacramento,Formosa Cafe,109,['Chinese'],"['2424 Del Paso Blvd', 'Sacramento, CA 95815']",2424 Del Paso Blvd,,,Sacramento,95815,+19169258532
885,3311-kik,kikis-chicken-place-sacramento-15,Kiki's Chicken Place,165,"['Chicken Wings', 'Waffles', 'Chicken Shop']","['3311 Power Inn Rd', 'Ste 101', 'Sacramento, CA 95826']",3311 Power Inn Rd,,,Sacramento,95826,+19169991111
886,3311-aga,agave-restaurant-sacramento,Agave Restaurant,61,"['American', 'Mexican', 'Salvadoran']","['3311 Power Inn Rd', 'Ste 102', 'Sacramento, CA 95826']",3311 Power Inn Rd,,,Sacramento,95826,+19164577187
887,3311-fly,flying-wok-sacramento,Flying Wok,119,['Chinese'],"['3311 Power Inn Rd', 'Sacramento, CA 95826']",3311 Power Inn Rd,,,Sacramento,95826,+19167318851
888,2456-lit,little-caesars-sacramento-2,Little Caesars,20,"['Pizza', 'Chicken Wings']","['2456 Rio Linda Blvd', 'Sacramento, CA 95815']",2456 Rio Linda Blvd,,,Sacramento,95815,+19169275882
889,1106-jer,jerusalem-bakery-sacramento,Jerusalem Bakery,3,['Bakeries'],"['1106 N D St', 'Ste 11', 'Sacramento, CA 95811']",1106 N D St,,,Sacramento,95811,+19168071211
890,1704-que,queen-sheba-ethiopian-cuisine-sacramento,Queen Sheba Ethiopian Cuisine,1087,['Ethiopian'],"['1704 Broadway', 'Sacramento, CA 95818']",1704 Broadway,,,Sacramento,95818,+19164461223
891,1117-pre,prelude-kitchen-and-bar-sacramento-2,Prelude Kitchen & Bar,365,"['New American', 'Bars', 'Venues & Event Spaces']","['1117 11th St', 'Sacramento, CA 95814']",1117 11th St,,,Sacramento,95814,+19168981071
892,1102-bis,bishop-gallegos-square-sacramento,Bishop Gallegos Square,2,['Landmarks & Historical Buildings'],"['1102-1148, 11th St', 'Sacramento, CA 95814']","1102-1148, 11th St",,,Sacramento,95814,
893,2544-7el,7-eleven-sacramento-19,7-Eleven,17,"['Convenience Stores', 'Coffee & Tea']","['2544 Arden Way', 'Sacramento, CA 95825']",2544 Arden Way,,,Sacramento,95825,+19164816181
894,1129-lit,lit-delhi-sacramento-2,Lit Delhi,95,"['Indian', 'Ice Cream & Frozen Yogurt', 'Breakfast & Brunch']","['1129 11th St', 'Sacramento, CA 95814']",1129 11th St,,,Sacramento,95814,+19164205449
895,1310-dad,dads-sandwiches-sacramento-2,DAD'S Sandwiches,611,['Sandwiches'],"['1310 S St', 'Sacramento, CA 95811']",1310 S St,,,Sacramento,95811,+19164483237
896,1650-toa,toasted-rooster-cafe-sacramento,Toasted Rooster Cafe,429,"['Breakfast & Brunch', 'Burgers', 'Beer, Wine & Spirits']","['1650 Fulton Ave', 'Sacramento, CA 95825']",1650 Fulton Ave,,,Sacramento,95825,+12799721650
897,2434-tac,taco-bell-sacramento-35,Taco Bell,49,"['Fast Food', 'Mexican']","['2434 Del Paso Blvd', 'Sacramento, CA 95815']",2434 Del Paso Blvd,,,Sacramento,95815,+19169293961
898,1020-the,there-and-back-cafe-sacramento,There and Back Cafe,84,"['Cafes', 'Tabletop Games']","['1020 11th St', 'Ste 100', 'Cathedral Square', 'Sacramento, CA 95814']",1020 11th St,Cathedral Square,Cathedral Square,Sacramento,95814,+19162375925
899,1315-sta,statehouse-café-sacramento-2,Statehouse Café,13,['Cafeteria'],"['1315 10th St', 'Fl 6', 'Sacramento, CA 95814']",1315 10th St,,,Sacramento,95814,+19168623155
900,1100-lat,latin-flame-sacramento,Latin Flame,11,"['Food Trucks', 'Mexican', 'Colombian']","['1100 Richards Blvd', 'Sacramento, CA 95811']",1100 Richards Blvd,,,Sacramento,95811,+19166705423
901,2560-the,the-bolt-sacramento,The Bolt,51,['Gay Bars'],"['2560 Boxwood St', 'Sacramento, CA 95815']",2560 Boxwood St,,,Sacramento,95815,+19166498420
902,1100-elm,el-matador-mobile-mex-sacramento-3,El Matador Mobile Mex,36,"['Food Trucks', 'Korean', 'Mexican']","['1100 Richards Blvd', 'Sacramento, CA 95747']",1100 Richards Blvd,,,Sacramento,95747,+15306321934
903,1122-lab,la-bou-bakery-and-cafe-sacramento-6,La Bou Bakery & Cafe,100,"['Sandwiches', 'Bakeries', 'Coffee & Tea']","['1122 11th St', 'Sacramento, CA 95814']",1122 11th St,,,Sacramento,95814,+19169300171
904,1000-vel,vela-cafe-sacramento-3,Vela Cafe,208,"['Mediterranean', 'Greek', 'Breakfast & Brunch']","['1000 I St', 'Sacramento, CA 95814']",1000 I St,,,Sacramento,95814,+19164004267
905,1100-hef,hefty-gyros-sacramento,HEFTY GYROS,834,"['Food Trucks', 'Caterers', 'Middle Eastern']","['1100 Richard Blvd', 'Sacramento, CA 95811']",1100 Richard Blvd,,,Sacramento,95811,+19164207007
906,2415-wil,willies-burgers-sacramento,Willie's Burgers,785,['Burgers'],"['2415 16th St', 'Sacramento, CA 95818']",2415 16th St,,,Sacramento,95818,+19164442006
907,1315-cal,california-state-capitol-museum-sacramento,California State Capitol Museum,297,"['Museums', 'Historical Tours', 'Landmarks & Historical Buildings']","['1315 10th St', 'Sacramento, CA 95814']",1315 10th St,,,Sacramento,95814,+19163240333
908,1120-pfd,pfd-cafe-sacramento,PFD Cafe,1,"['Coffee & Tea', 'Cafes', 'Cafeteria']","['1120 N St', 'Sacramento, CA 95814']",1120 N St,,,Sacramento,95814,
909,1023-nas,nash-and-proper-downtown-sacramento,Nash & Proper | Downtown,170,"['Chicken Shop', 'Sandwiches']","['1023 K St', 'Sacramento, CA 95814']",1023 K St,,,Sacramento,95814,+19164266712
910,480-bet,betos-taqueria-sacramento,Beto's Taqueria,105,['Mexican'],"['480 El Camino Ave', 'Sacramento, CA 95815']",480 El Camino Ave,,,Sacramento,95815,+19169222581
911,1100-jee,jeeroz-food-truck-sacramento,Jeeroz Food Truck,16,"['Mediterranean', 'Food Trucks', 'Caterers']","['1100 Richards Blvd', 'Sacramento, CA 95818']",1100 Richards Blvd,,,Sacramento,95818,+19165441311
912,1100-ind,india-jones-sacramento,India Jones,73,"['Food Trucks', 'Indian']","['1100 Richards Blvd', 'Sacramento, CA 95811']",1100 Richards Blvd,,,Sacramento,95811,+13108803542
913,1100-all,allen-bbq-sacramento-4,Allen BBQ,17,"['Food Trucks', 'Barbeque', 'Burgers']","['1100 Richards Blvd', 'Sacramento, CA 95811']",1100 Richards Blvd,,,Sacramento,95811,+19167503555
914,1100-ban,bangin-bowls-sacramento,Bangin Bowls,40,"['Food Trucks', 'Ice Cream & Frozen Yogurt']","['1100 Richards Blvd', 'Sacramento, CA 95811']",1100 Richards Blvd,,,Sacramento,95811,+19169680938
915,1021-hao,hao-bao-dumplings-sacramento-3,Hao Bao Dumplings,208,"['Noodles', 'Soup', 'Chinese']","['1021 K St', 'Sacramento, CA 95814']",1021 K St,,,Sacramento,95814,+19164317746
916,1624-cha,chada-thai-cuisine-sacramento,Chada Thai Cuisine,436,"['Thai', 'Vegan']","['1624 Broadway', 'Sacramento, CA 95818']",1624 Broadway,,,Sacramento,95818,+19164448909
917,3321-alo,aloha-cafe-sacramento,Aloha Cafe,1,"['Sandwiches', 'Food Stands', 'Coffee & Tea']","['3321 Power Inn Rd', 'Sacramento, CA 95826']",3321 Power Inn Rd,,,Sacramento,95826,+15107096228
918,1601-chi,chipotle-mexican-grill-sacramento-20,Chipotle Mexican Grill,61,"['Mexican', 'Fast Food']","['1601 Broadway', 'Ste 300', 'Sacramento, CA 95818']",1601 Broadway,,,Sacramento,95818,+19164422169
919,1016-dis,district-30-sacramento,District 30,287,"['Dance Clubs', 'Lounges']","['1016 K St', 'Sacramento, CA 95814']",1016 K St,,,Sacramento,95814,+19167375770
920,1017-cre,crest-cafe-sacramento-3,Crest Cafe,255,"['Greek', 'Mediterranean', 'Middle Eastern']","['1017 K St', 'Sacramento, CA 95814']",1017 K St,,,Sacramento,95814,+19164442722
921,1601-sou,sourdough-and-co-sacramento-38,Sourdough & Co.,110,"['Sandwiches', 'Soup', 'Salad']","['1601 Broadway', 'Ste 200', 'Sacramento, CA 95818']",1601 Broadway,,,Sacramento,95818,+19166627433
922,1601-noa,noahs-bagels-sacramento-4,Noah's NY Bagels,100,"['Bagels', 'Breakfast & Brunch', 'Sandwiches']","['1601 Broadway', 'Sacramento, CA 95818']",1601 Broadway,,,Sacramento,95818,+19163137302
923,1518-tow,tower-cafe-sacramento,Tower Cafe,4952,"['Breakfast & Brunch', 'New American', 'Salad']","['1518 Broadway', 'Sacramento, CA 95818']",1518 Broadway,,,Sacramento,95818,+19164410222
924,1112-the,the-firehouse-restaurant-sacramento,The Firehouse Restaurant,1840,"['New American', 'Venues & Event Spaces', 'Steakhouses']","['1112 2nd St', 'Sacramento, CA 95814']",1112 2nd St,,,Sacramento,95814,+19164424772
925,915-the,the-kitchen-restaurant-sacramento,The Kitchen Restaurant,1069,"['New American', 'Venues & Event Spaces']","['915 Broadway', 'Ste 100', 'Sacramento, CA 95818']",915 Broadway,,,Sacramento,95818,+19165687171
926,1110-the,the-coconut-on-t-sacramento-3,The Coconut On T,2143,"['Thai', 'Vegan', 'Breakfast & Brunch']","['1110 T St', 'Sacramento, CA 95811']",1110 T St,,,Sacramento,95811,+19168224665
927,555-cam,camden-spit-and-larder-sacramento,Camden Spit & Larder,356,"['Brasseries', 'British', 'New American']","['555 Capitol Mall', 'Ste 100', 'Sacramento, CA 95814']",555 Capitol Mall,,,Sacramento,95814,+19166198897
928,3343-ozk,oz-korean-bbq-sacramento-sacramento,Oz Korean BBQ - Sacramento,3583,"['Korean', 'Barbeque', 'Cocktail Bars']","['3343 Bradshaw Rd', 'Sacramento, CA 95827']",3343 Bradshaw Rd,,,Sacramento,95827,+19163629292
929,621-mor,mortons-the-steakhouse-sacramento,Morton's The Steakhouse,1015,"['Steakhouses', 'Seafood']","['621 Capitol Mall', 'Sacramento, CA 95814']",621 Capitol Mall,,,Sacramento,95814,+19164425091
930,500-ech,echo-and-rig-sacramento,Echo & Rig,1226,"['Steakhouses', 'Breakfast & Brunch', 'Bars']","['500 J St', 'Ste 150', 'Sacramento, CA 95814']",500 J St,,,Sacramento,95814,+19166198939
931,400-fou,foundation-restaurant-and-bar-sacramento,Foundation Restaurant & Bar,617,"['New American', 'Bars']","['400 L St', 'Sacramento, CA 95814']",400 L St,,,Sacramento,95814,+19163219522
932,1013-emp,empress-tavern-sacramento,Empress Tavern,635,"['New American', 'American']","['1013 K St', 'Sacramento, CA 95814']",1013 K St,,,Sacramento,95814,+19166627694
933,414-pol,polanco-cantina-sacramento-2,Polanco Cantina,718,"['Mexican', 'Cocktail Bars']","['414 K St', 'St 240', 'Sacramento, CA 95814']",414 K St,,,Sacramento,95814,+19165367250
934,2424-lol,lolas-lounge-sacramento,Lola's Lounge,684,"['Spanish', 'Puerto Rican', 'Tapas/Small Plates']","['2424 16th St', 'Sacramento, CA 95818']",2424 16th St,,,Sacramento,95818,+19163890429
935,1049-tha,thai-farm-house-bbq-and-bistro-sacramento-4,Thai Farm House BBQ and Bistro,719,['Thai'],"['1049 Broadway', 'Ste 40', 'Sacramento, CA 95818']",1049 Broadway,,,Sacramento,95818,+19163829448
936,926-gra,grange-restaurant-and-bar-sacramento-2,Grange Restaurant & Bar,1134,['New American'],"['926 J St', 'Sacramento, CA 95814']",926 J St,,,Sacramento,95814,+19164924450
937,6835-sai,saigon-oi-sacramento,Saigon Oi,542,['Vietnamese'],"['6835 Stockton Blvd', 'Ste 450', 'Sacramento, CA 95823']",6835 Stockton Blvd,,,Sacramento,95823,+19165947757
938,6511-pip,pipo-ramen-and-rice-sacramento,Pipo Ramen & Rice,246,"['Thai', 'Noodles', 'Ramen']","['6511 Savings Pl', 'Sacramento, CA 95828']",6511 Savings Pl,,,Sacramento,95828,+19165949226
939,405-yar,yard-house-sacramento-2,Yard House,885,"['New American', 'Vegetarian', 'Bars']","['405 K St', 'Ste 100', 'Sacramento, CA 95814']",405 K St,,,Sacramento,95814,+19164415001
940,4220-the,the-flame-cafe-sacramento,The Flame Cafe,472,"['Hong Kong Style Cafe', 'Chinese']","['4220 Florin Rd', 'Ste 107', 'Sacramento, CA 95823']",4220 Florin Rd,,,Sacramento,95823,+19163829889
941,1322-urb,urban-roots-brewing-and-smokehouse-sacramento-2,Urban Roots Brewing & Smokehouse,1062,"['Breweries', 'Smokehouse', 'Barbeque']","['1322 V St', 'Sacramento, CA 95818']",1322 V St,,,Sacramento,95818,+19167063741
942,8760-aza,azayaka-japanese-fusion-no-title,Azayaka Japanese Fusion,272,"['Japanese', 'Sushi Bars', 'Seafood']","['8760 La Riviera Dr', 'Ste B', 'Sacramento, CA 95826']",8760 La Riviera Dr,,,Sacramento,95826,+19169646888
943,1833-bas,basha-taste-of-jerusalem-sacramento-3,Basha Taste of Jerusalem,419,"['Mediterranean', 'Middle Eastern', 'Halal']","['1833 Fulton Ave', 'Sacramento, CA 95825']",1833 Fulton Ave,,,Sacramento,95825,+19164861944
944,806-fra,frank-fats-sacramento,Frank Fat's,1022,['Chinese'],"['806 L St', 'Sacramento, CA 95814']",806 L St,,,Sacramento,95814,+19164427092
945,2558-oce,ocean-fish-and-chips-sacramento,Ocean Fish & Chips,467,"['Fish & Chips', 'Seafood']","['2558 Cottage Way', 'Sacramento, CA 95825']",2558 Cottage Way,,,Sacramento,95825,+19164833730
946,723-but,butcher-and-barrel-sacramento,Butcher and Barrel,251,"['Steakhouses', 'Cocktail Bars', 'American']","['723 K St', 'Sacramento, CA 95814']",723 K St,,,Sacramento,95814,+19164763408
947,7600-cac,cacio-sacramento,Cacio,328,['Italian'],"['7600 Greenhaven Dr', 'Ste 23', 'Sacramento, CA 95831']",7600 Greenhaven Dr,,,Sacramento,95831,+19163999309
948,9500-ipp,ippolitos-trattoria-sacramento,Ippolito's Trattoria ,267,['Italian'],"['9500 Micron Ave', 'Ste 128', 'Sacramento, CA 95827']",9500 Micron Ave,,,Sacramento,95827,+19164541908
949,1901-sar,saroms-southern-kitchen-sacramento-2,Sarom's Southern Kitchen,1408,"['Southern', 'Soul Food', 'Breakfast & Brunch']","['1901 El Camino Ave', 'Sacramento, CA 95815']",1901 El Camino Ave,,,Sacramento,95815,+19165715355
950,1825-roc,roc-and-sol-diner-sacramento,Roc & Sol Diner,281,['Diners'],"['1825 10th St', 'Sacramento, CA 95811']",1825 10th St,,,Sacramento,95811,+19168480040
951,1500-sam,sampinos-kitchen-at-joe-martys-sacramento-2,Sampino's Kitchen At Joe Marty's,516,"['Sports Bars', 'Italian', 'Sandwiches']","['1500 Broadway', 'Sacramento, CA 95818']",1500 Broadway,,,Sacramento,95818,+19163829022
952,718-kod,kodaiko-ramen-and-bar-sacramento-2,Kodaiko Ramen & Bar,641,"['Ramen', 'Bars']","['718 K St', 'Sacramento, CA 95814']",718 K St,,,Sacramento,95814,+19164268863
953,728-mid,midici-the-neapolitan-pizza-company-sacramento,MidiCi The Neapolitan Pizza Company,322,"['Pizza', 'Wine Bars', 'Italian']","['728 K St', 'Sacramento, CA 95814']",728 K St,,,Sacramento,95814,+19164317341
954,8491-rom,roma-ii-pizzeria-sacramento,Roma II Pizzeria,668,"['Pizza', 'Italian']","['8491 Folsom Blvd', 'Sacramento, CA 95826']",8491 Folsom Blvd,,,Sacramento,95826,+19163839264
955,6825-gio,gio-cha-duc-huong-sandwiches-sacramento,Gio Cha Duc Huong Sandwiches,1211,"['Vietnamese', 'Sandwiches', 'Bakeries']","['6825 Stockton Blvd', 'Ste 200', 'Sacramento, CA 95823']",6825 Stockton Blvd,,,Sacramento,95823,+19164281188
956,1028-sau,sauced-bbq-and-spirits-sacramento-sacramento-2,Sauced BBQ & Spirits - Sacramento,1669,"['Barbeque', 'Burgers', 'Southern']","['1028 7th St', 'Sacramento, CA 95814']",1028 7th St,,,Sacramento,95814,+19164004341
957,5331-pho,pho-xe-lua-sacramento,Pho Xe Lua,963,"['Vietnamese', 'Noodles', 'Chinese']","['5331 Stockton Blvd', 'Sacramento, CA 95820']",5331 Stockton Blvd,,,Sacramento,95820,+19164518838
958,1620-mez,mezcal-grill-sacramento-2,Mezcal Grill,751,"['Mexican', 'Seafood', 'Cocktail Bars']","['1620 W El Camino Ave', 'Ste 172', 'Sacramento, CA 95833']",1620 W El Camino Ave,,,Sacramento,95833,+19166464826
959,630-tip,tipsy-putt-sacramento-2,Tipsy Putt,567,"['Pubs', 'Mexican', 'Mini Golf']","['630 K St', 'Ste 120', 'Sacramento, CA 95814']",630 K St,,,Sacramento,95814,+19168720772
960,6401-bod,bodega-kitchen-and-cocktails-sacramento,Bodega Kitchen & Cocktails,188,"['Caribbean', 'Cocktail Bars']","['6401 Riverside Blvd', 'Sacramento, CA 95831']",6401 Riverside Blvd,,,Sacramento,95831,+19168982231
961,6471-sea,seafood-house-quan-oc-sacramento-5,Seafood House Quan Oc,356,"['Seafood', 'Sports Bars']","['6471 Stockton Blvd', 'Sacramento, CA 95823']",6471 Stockton Blvd,,,Sacramento,95823,+19163994918
962,1583-hot,hot-off-the-griddle-sacramento-2,Hot Off The Griddle,1075,"['Breakfast & Brunch', 'Comfort Food', 'Burgers']","['1583 W El Camino Ave', 'Ste 103', 'Sacramento, CA 95833']",1583 W El Camino Ave,,,Sacramento,95833,+19165715792
963,8353-bul,bullta-k-bbq-and-club-sacramento,Bullta K - BBQ & Club,336,"['Barbeque', 'Korean']","['8353 Folsom Blvd', 'Sacramento, CA 95826']",8353 Folsom Blvd,,,Sacramento,95826,+19167062117
964,2598-tas,tasty-thai-sacramento-2,Tasty Thai,619,['Thai'],"['2598 Alta Arden Expy', 'Sacramento, CA 95825']",2598 Alta Arden Expy,,,Sacramento,95825,+19169773534
965,4220-fal,falafel-and-shawarma-planet-sacramento-2,Falafel & Shawarma Planet,604,"['Mediterranean', 'Halal', 'Greek']","['4220 Florin Rd', 'Ste K', 'Sacramento, CA 95823']",4220 Florin Rd,,,Sacramento,95823,+19162722939
966,5049-nob,noble-vegetarian-sacramento-3,Noble Vegetarian,925,['Vegan'],"['5049 College Oak Dr', 'Ste A', 'Sacramento, CA 95841']",5049 College Oak Dr,,,Sacramento,95841,+19163346060
967,4960-ake,akebono-sacramento,Akebono,1152,"['Japanese', 'Sushi Bars']","['4960 Freeport Blvd', 'Sacramento, CA 95857']",4960 Freeport Blvd,,,Sacramento,95857,+19167318288
968,555-pla,plan-b-restaurant-sacramento-3,Plan B Restaurant,373,['French'],"['555 La Sierra Dr', 'Sacramento, CA 95864']",555 La Sierra Dr,,,Sacramento,95864,+19164833000
969,2281-che,chef-frank-japanese-cuisine-sacramento-2,Chef Frank Japanese Cuisine,323,"['Sushi Bars', 'Japanese']","['2281 Del Paso Rd', 'Ste 110', 'Sacramento, CA 95835']",2281 Del Paso Rd,,,Sacramento,95835,+19165689882
970,427-jam,jamies-broadway-grille-sacramento,Jamie's Broadway Grille,890,['American'],"['427 Broadway', 'Sacramento, CA 95818']",427 Broadway,,,Sacramento,95818,+19164424044
971,5900-flo,florez-bar-and-grill-sacramento-2,Florez Bar & Grill,804,"['Mexican', 'Bars', 'Breakfast & Brunch']","['5900 S Land Park Dr', 'Sacramento, CA 95822']",5900 S Land Park Dr,,,Sacramento,95822,+19164296864
972,3535-mas,mas-taco-bar-sacramento-8,Mas Taco Bar,505,"['Tacos', 'Bars', 'Breakfast & Brunch']","['3535 Fair Oaks Blvd', 'Ste A', 'Sacramento, CA 95864']",3535 Fair Oaks Blvd,,,Sacramento,95864,+19162855754
973,712-dar,darling-aviary-sacramento,Darling Aviary,454,"['Bars', 'Burgers']","['712 K St', 'Sacramento, CA 95814']",712 K St,,,Sacramento,95814,+19167585715
