,name,address,health codes,date,url,key
4668,RITE AID #6228,"4221 Norwood Ave  Sacramento, CA 95838-2686","['1b', '6', '21', '29', '30a', '33', '36', '38', '45', '47c', '49']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=93281516-17C1-4E88-9E0C-344226679F27,4221-rit
4669,CARL H SUNDAHL ELEMENTARY SCH #239,"9932 Inwood Rd  Folsom, CA 95630-1916",[],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EC2D5677-F8AC-4133-B435-20AC7640FFCF,9932-car
4670,FIJI SWEETS & SNACKS,"6741 Stockton Blvd # 5  Sacramento, CA 95823-1629","['6', '27', '32a', '41']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=983EEEAD-BE13-44A5-9B6B-9D0CADDD0620,6741-fij
4671,JOSEPH SIMS ELEMENTARY SCHOOL,"3033 Buckminster Dr  Elk Grove, CA 95758-7631",[],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=DDDC78E5-A2CC-4793-85C4-9175755B39E1,3033-jos
4672,CAFE OLE,"8830 Madison Ave  Fair Oaks, CA 95628-3908","['1a', '34']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=99D0F8C4-4203-4596-9323-8C2FD9754C51,8830-caf
4673,DUC HUONG,"6825 Stockton Blvd Ste 200  Sacramento, CA 95823-1611","['4', '7', '9', '14a', '23', '30a', '32a', '33', '35', '38', '44a', '44e', '45']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=02409D09-376A-438F-B30A-7A8619F26B99,6825-duc
4674,PRIME TIME NUTRITION,"2400 Northgate Blvd  Sacramento, CA 95833-2501","['27', '29', '44d', '45', '47a']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A4D316F0-3BA6-4379-8558-1DF068FC7392,2400-pri
4675,THE JUNGLE BIRD,"2516 J St  Sacramento, CA 95816-4815","['1c', '6', '7', '14a', '14b', '21', '23', '33', '34', '35', '36', '41', '44e', '45', '47c']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CBEB4551-CF3C-420E-B341-21D1CA6CF93F,2516-the
4676,STARBUCKS COFFEE COMPANY #9264,"9580 Oak Avenue Pkwy Ste 1  Folsom, CA 95630-1888",[],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=710CCE63-8688-4E81-8F11-11868646F06C,9580-sta
4677,MERCY GENERAL HOSPITAL-LHCF,"4001 J St  Sacramento, CA 95819-3626","['7', '9', '14a', '41']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=941083BD-15E6-4BE8-80F4-E31E8D81ECAD,4001-mer
4678,SMART & FINAL #404,"4820 Madison Ave  Sacramento, CA 95841-2519","['27', '30a', '33', '41', '43']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=631A5092-950F-4551-8B2C-60F2A8773E21,4820-sma
4679,IRENE B WEST ELEMENTARY SCHOOL,"8625 Serio Way  Elk Grove, CA 95758-7240",['29'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EE53DAE9-F4D3-49CA-90C3-A120C95235ED,8625-ire
4680,CAPITOL CAFE AND BISTRO,"621 Capitol Mall Ste 107  Sacramento, CA 95814-4734","['1b', '1c', '7']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=974C82D9-67D5-4C69-A853-EAE46C02B6AA,621-cap
4681,OSCAR'S VERY MEXICAN FOOD,"3061 Freeport Blvd  Sacramento, CA 95818-4347","['1a', '1b', '1c', '7', '23', '27', '30a', '33', '35', '38', '41', '43', '44e', '45', '47c']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5D54D39F-C10D-4AE3-A77B-D76594C26689,3061-osc
4682,RALEY'S SUPERMARKET 0302,"10430 Twin Cities Rd  Galt, CA 95632-9032","['22', '36']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=732E9836-EC0C-4AFA-83D9-456AC791B7F6,1043-ral
4683,AIOLI BODEGA ESPAÃOLA,"1800 L St  Sacramento, CA 95811-4185","['1a', '4', '6', '7', '14b', '40', '41']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C9F7366C-2F46-495B-A7E5-6AC2CF426FB6,1800-aio
4684,BEACH HUT DELI,"2095 Golden Centre Ln Ste 30  Gold River, CA 95670-4495","['1c', '42']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=58966E34-09BD-452E-A50C-F2AD9D2938E4,2095-bea
4685,CARL'S JR RESTAURANT #8752,"2515 Iron Point Rd  Folsom, CA 95630-8708",['6'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BF0384C3-AF43-4C23-8193-4F542B206AD3,2515-car
4686,DE NHAT KHO BO,"6825 Stockton Blvd Ste 220  Sacramento, CA 95823-2471","['6', '23', '30a', '32a', '41', '44c', '44d']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=657A147B-9010-4107-A201-142D49156B2D,6825-de 
4687,HARLOWS & THE STARLET ROOM,"2708 J St  Sacramento, CA 95816-4314","['7', '14a', '14b', '33', '44b', '45']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=705FE430-2D69-498B-A722-EC0C699C25C1,2708-har
4688,ARCO #5545,"4000 Norwood Ave  Sacramento, CA 95838-2624","['23', '35', '38', '41', '44d', '44e', '45', '47c', '49']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=002AF144-0BE3-4862-B086-7B6AE5FDDDE6,4000-arc
4689,DAISO,"9684 Bruceville Rd  Elk Grove, CA 95757-5933",[],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=03669CBC-6ABE-4261-9CB1-43EAEFB58A6C,9684-dai
4690,BEACH HUT DELI,"2095 Golden Centre Ln Ste 30  Gold River, CA 95670-4495","['1c', '42']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=58966E34-09BD-452E-A50C-F2AD9D2938E4,2095-bea
4691,HARLOWS & THE STARLET ROOM,"2708 J St  Sacramento, CA 95816-4314","['7', '14a', '14b', '33', '44b', '45']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=705FE430-2D69-498B-A722-EC0C699C25C1,2708-har
4692,RITE AID # 6403,"4241 Marconi Ave  Sacramento, CA 95821-4215","['27', '33', '41']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9E40947A-EFDD-4681-97CC-84A3A685FC71,4241-rit
4693,HOME GOODS #321,"9674 Bruceville Rd  Elk Grove, CA 95757-5950",['49'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=83F30B7E-A059-4D5B-8416-F99BDDC2CF64,9674-hom
4694,HARLOWS & THE STARLET ROOM,"2708 J St  Sacramento, CA 95816-4314","['14a', '33']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=7CF72301-7A09-4C67-9A89-892ED6AE3404,2708-har
4695,CHURCHILL ARMS PUB,"649 E Bidwell St  Folsom, CA 95630-3120",['14a'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4E737BF4-13D0-435A-9BBB-59DBF91D2502,649-chu
4696,CIRCLE K STORES INC #2701057-01057,"5555 Hemlock St  Sacramento, CA 95841-2709","['34', '40']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D606ADFE-4CCD-42B3-AEA2-E095BD800E39,5555-cir
4697,FAMOUS BURGERS AND BREW,"3101 Zinfandel Dr Ste 122  Rancho Cordova, CA 95670-6396","['1c', '7', '34', '41', '42']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=03ED4B1A-2339-4A4E-BDAB-E7258793610E,3101-fam
4698,MATCHA CAFE MAIKO,"6905 Stockton Blvd Ste 240  Sacramento, CA 95823-2350","['7', '21', '23', '30a', '32c', '33', '42']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9E073911-7839-4B77-95B9-DDA0F33F96E4,6905-mat
4699,MERCY GENERAL HOSPITAL-LHCF,"4001 J St  Sacramento, CA 95819-3626","['7', '9', '14a', '41']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=941083BD-15E6-4BE8-80F4-E31E8D81ECAD,4001-mer
4700,STARBUCKS COFFEE COMPANY #612,"4301 Arden Way  Sacramento, CA 95864-3102","['6', '7', '14a', '22', '30a', '33', '34', '35', '36', '39', '40', '43', '44e', '45']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=453CD8B2-B0B8-4F20-83D9-920F49A70BC0,4301-sta
4701,OSCAR'S VERY MEXICAN FOOD,"3061 Freeport Blvd  Sacramento, CA 95818-4347","['1a', '1b', '1c', '7', '23', '27', '30a', '33', '35', '38', '41', '43', '44e', '45', '47c']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5D54D39F-C10D-4AE3-A77B-D76594C26689,3061-osc
4702,STARBUCKS COFFEE COMPANY #627,"2095 Golden Centre Ln Ste 10  Gold River, CA 95670-4495",['42'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2A3CBF07-D3D6-4334-AC7F-00B9A9A5AC26,2095-sta
4703,FOLSOM HILLS ELEMENTARY SCHOOL,"106 Manseau Dr  Folsom, CA 95630-5233",['7'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A83029FD-0CDF-49FD-90AA-4B57B229CE91,106-fol
4704,TRADER JOE'S #190,"9670 Bruceville Rd  Elk Grove, CA 95757-5950",[],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5F4E7962-5960-440B-9541-86BF0FB7391F,9670-tra
4705,BOBA PHO U,"3071 Freeport Blvd  Sacramento, CA 95818-4347","['1c', '6', '7', '14a', '14b', '27', '29', '30a', '33', '35', '35', '36', '40', '42', '44a', '44b', '47c', '48']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=323BEB1C-4B85-4E67-AE5D-BA5E18DA6618,3071-bob
4706,HILTON SACRAMENTO ARDEN WEST,"2200 Harvard St  Sacramento, CA 95815-3306","['14a', '33']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E2985B88-5D23-415D-9154-9CEA18F3DC19,2200-hil
4707,DAISO,"9684 Bruceville Rd  Elk Grove, CA 95757-5933",[],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=03669CBC-6ABE-4261-9CB1-43EAEFB58A6C,9684-dai
4708,YUMMY ICE CREAM & BURGER,"2380 Watt Ave Ste 330  Sacramento, CA 95825-0610","['1b', '1c', '6', '29', '30b', '33', '35', '41', '44b', '44d']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5D47686E-C0B3-4FFC-8BAB-82C8154DE814,2380-yum
4709,CARL'S JR RESTAURANT #8752,"2515 Iron Point Rd  Folsom, CA 95630-8708",['6'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BF0384C3-AF43-4C23-8193-4F542B206AD3,2515-car
4710,THAI TERRACE,"1596 Howe Ave  Sacramento, CA 95825-3358","['1c', '27', '40']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4E14E926-FB20-4711-93CB-4386A9999890,1596-tha
4711,PLEASANT GROVE HIGH SCHOOL,"9531 Bond Rd  Elk Grove, CA 95624-1440",['21'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=490DD61A-AFAA-4228-8A0A-F4FF771582E0,9531-ple
4712,CREPEVILLE,"1730 L St Ste 103  Sacramento, CA 95811-4026","['4', '23', '27', '40']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=0E995543-4589-4BDE-9AA9-5D9FD28594B9,1730-cre
4713,CAPITOL COLLEGIATE ACADEMY,"2118 Meadowview Rd  Sacramento, CA 95832-1212",['44b'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E4CFAC05-0D91-4A88-BDCF-2559A89E68E2,2118-cap
4714,JEFFERSON SCHOOL,"2001 Pebblewood Dr  Sacramento, CA 95833-1400","['1b', '42']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2E27FEC6-3DB2-4404-BE89-52638F211887,2001-jef
4715,GOLDEN EMPIRE SCHOOL,"9045 Canberra Dr  Sacramento, CA 95826-4414","['23', '36']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BF559E3D-56D0-4ABF-94CE-1E4404B75E04,9045-gol
4716,NATOMAS CHARTER SCHOOL,"4600 Blackrock Dr  Sacramento, CA 95835-1250","['38', '40']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CDB1F335-0FE2-4BCD-AB74-4B6ADC700DDE,4600-nat
4717,FOOD 4 LESS #15,"430 Elkhorn Blvd  Rio Linda, CA 95673-3900","['14a', '33', '35', '45']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A14CEE9A-EE1F-4D31-83CC-EB96F5CF2AD4,430-foo
4718,JACK'S URBAN EATS,"2137 Golden Centre Ln  Gold River, CA 95670-6500","['9', '21']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6F4A16F0-429C-4F90-B322-2FAEF355492B,2137-jac
4719,SIBLING BY PUSHKIN'S,"1813 Capitol Ave Ste 100  Sacramento, CA 95811-4160","['1b', '7', '38']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4EFE1CB4-20BE-42F0-8BBB-30915DDAD2CF,1813-sib
4720,FIRE WINGS,"8144 Delta Shores Cir S Ste 140  Sacramento, CA 95832-9106","['1c', '4', '6', '8', '30a', '33', '35', '36', '41', '44b', '44d', '47a']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C6F07A88-A3D8-4DBE-894D-B7BD5DF85E02,8144-fir
4721,PACIFIC FOOD,"7263 Greenback Ln  Citrus Heights, CA 95621-5528",['9'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4196051B-5C06-4FDA-9D69-D749D778690E,7263-pac
4722,PETALI,"3101 Zinfandel Dr Ste 128  Rancho Cordova, CA 95670-6397","['7', '42']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3955E226-5652-4C01-8DC7-1D7A9A15511D,3101-pet
4723,VALLEY HIGH SCHOOL,"6300 Ehrhardt Ave  Sacramento, CA 95823-5637",[],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BE496FE3-93A2-46BA-ABED-9BBDD6E2A10A,6300-val
4724,KATHERINE ALBIANI MIDDLE SCHOOL,"9140 Bradshaw Rd  Elk Grove, CA 95624-5055",['21'],"October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1961BB14-4AAA-448D-988D-EE932368E820,9140-kat
4725,MERCY GENERAL HOSPITAL-LHCF,"4001 J St  Sacramento, CA 95819-3626","['7', '21']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D4B5CF14-096E-4486-BEBF-27F83C79F427,4001-mer
4726,LAGUNA CREEK HIGH SCHOOL,"9050 Vicino Dr  Elk Grove, CA 95758-5859","['14a', '33', '35']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=020EB7CB-C260-4C5C-B6E1-8E2FA2D1CD33,9050-lag
4727,VINH PHAT SUPERMARKET,"6105 Stockton Blvd  Sacramento, CA 95824-4010","['4', '8', '27']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2E6A7DB9-2287-4C68-8A9E-2E7309A4F192,6105-vin
4728,SOHO SUSHI,"3101 Zinfandel Dr Ste 122  Rancho Cordova, CA 95670-6396","['1b', '1c', '7', '19', '27', '30a', '33', '35', '36', '39', '40', '41', '42', '44e', '45']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=40C95E00-2197-47B9-B4AB-14B9F15AE9D3,3101-soh
4729,WENDY'S #659,"9120 Harbour Point Dr  Elk Grove, CA 95758-7414","['23', '33']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=776C90A1-08C4-48F7-B335-450AE074C062,9120-wen
4730,HILTON SACRAMENTO ARDEN WEST,"2200 Harvard St  Sacramento, CA 95815-3306","['4', '7', '9', '27', '30b', '33', '35', '39', '40', '41']","October 18, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2380B76E-EEFB-4F38-826B-B34B4C3C963A,2200-hil
4731,CHEVRON GERBER,"8501 Gerber Rd  Sacramento, CA 95828-4705","['6', '14a', '44a']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=17CAA0AA-8D5A-494F-97F0-E44C09EF943A,8501-che
4732,RED ROBIN GOURMET BURGERS,"360 Palladio Pkwy Ste 410  Folsom, CA 95630-8822","['1b', '7', '14a', '14b']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=04188A99-0E9F-469C-B38B-C50BB4E07125,360-red
4733,CHICORY COFFEE & TEA,"1131 11th St  Sacramento, CA 95814-3801","['1b', '4', '35', '40', '44b']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=0A71E8B5-17BA-4A53-BFDE-DC3B1C9B54A1,1131-chi
4734,IN-N-OUT BURGERS,"7620 Elk Grove Blvd  Elk Grove, CA 95757-6493",[],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=634021AD-CBE0-43D4-94B3-7AFCE864D12C,7620-in-
4735,SKY PARKWAY MARKET,"5530 Sky Pkwy  Sacramento, CA 95823-2268","['13', '14a', '30a', '34', '36', '41', '44b', '45']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F6065CD2-E167-43F3-A95C-E4F7C5A84180,5530-sky
4736,EMBASSY SUITES HOTEL,"100 Capitol Mall  Sacramento, CA 95814-3244","['6', '7', '14a', '27', '33', '36', '41']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3A22F54C-DE26-4B70-BCB8-3FDA4B812F20,100-emb
4737,GENERAL STORE AND DELI,"500 Capitol Mall Ste 130  Sacramento, CA 95814-4743","['1b', '1c', '6', '14a', '21', '27', '30a', '32a', '33', '35', '36', '41']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D58ECEC5-AF88-47DC-A1DA-B7E072742237,500-gen
4738,PIZZA GUYS #110,"8399 Folsom Blvd Ste 3  Sacramento, CA 95826-3544","['6', '7', '27', '29', '35', '36', '42', '44c']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=137A9331-29E5-4F42-B89F-E9AF5950EF96,8399-piz
4739,FOODS CO STORE #371,"8122 Gerber Rd  Sacramento, CA 95828-4402","['1b', '6', '21', '33', '35', '43', '44c', '44e']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A5CA9BD6-465A-4F91-AF92-0BE8F85A5531,8122-foo
4740,CHEVYS FRESH MEX RESTAURANT,"7401 Laguna Blvd Ste 100  Elk Grove, CA 95758-5066","['7', '10', '14a', '19', '23', '33', '35', '36', '38', '41', '42', '44e']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1D559810-C8F5-49B1-9499-865CC548CF4A,7401-che
4741,STONELAKE SHELL / CIRCLE K,"9616 W Taron Dr  Elk Grove, CA 95757-8197",['13'],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8C8A76FD-4123-4E4F-AB4E-FD1801422525,9616-sto
4742,ITALIAN BROTHERS PIZZA & PASTA,"7664 Greenback Ln  Citrus Heights, CA 95610-6615","['1b', '1c', '6', '7', '33', '48']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2360B1FC-9F93-4C06-853E-430908E80EEE,7664-ita
4743,OLD SACRAMENTO CANDY BARREL,"1006 2nd St  Sacramento, CA 95814-3202",[],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=640A7ADA-D349-4ADF-9DDB-0136D2D713B5,1006-old
4744,CASA ROBLE HIGH SCHOOL,"9151 Oak Ave  Orangevale, CA 95662-2730",[],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=FAC72E57-D77B-4031-9CAF-B0229376A5F4,9151-cas
4745,THE CABIN,"1207 21st St  Sacramento, CA 95811-4209","['14b', '33', '47b', '47c']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F2C2DCE8-F222-4844-9E44-8A98A9225C73,1207-the
4746,DEL TACO INC #967,"7519 Laguna Blvd  Elk Grove, CA 95758-5081","['6', '7', '33', '36', '38', '39', '41', '49']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C9983AF7-9BB5-4FC4-B759-8FF9A9F103BE,7519-del
4747,KING WINE AND LIQUOR #3,"1120 Fulton Ave Ste A  Sacramento, CA 95825-4209","['6', '34', '35']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8BD2A8B8-E1F2-4083-BE5E-F57FC9739582,1120-kin
4748,EL TAPATIO MEXICAN CUISINE,"5637 Sunrise Blvd  Citrus Heights, CA 95610-7606","['5b', '7']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=183A0058-91EB-42B7-BA75-0DBA01A8C212,5637-el 
4749,7-ELEVEN #2365 - 23233D,"8499 Gerber Rd  Sacramento, CA 95828-3711","['6', '14a', '33']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9D94F0A2-0BCD-4F0C-935C-C522E0275F04,8499-7-e
4750,CUCKOO'S GRILL,"2315 Northgate Blvd  Sacramento, CA 95833-2504","['1b', '6', '7', '27', '33', '34', '35', '40', '41', '43', '45', '49']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=02A08AC8-14AC-4252-8A82-F64D02C9C477,2315-cuc
4751,PRESSED JUICERY,"350 Palladio Pkwy Ste 1931  Folsom, CA 95630-8819",['23'],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=08E7D058-30D1-447E-81BD-85F579203738,350-pre
4752,DEL TACO INC #967,"7519 Laguna Blvd  Elk Grove, CA 95758-5081","['6', '7', '33', '36', '38', '39', '41', '49']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C9983AF7-9BB5-4FC4-B759-8FF9A9F103BE,7519-del
4753,BING'S MARKET,"4775 Rio Linda Blvd  Sacramento, CA 95838-2224","['14b', '27', '29', '34', '35', '38', '39', '41', '43', '44a', '44e', '47a', '48', '49']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=73A7F6FD-76C0-4E70-AE14-14BCA2C53DA5,4775-bin
4754,NASH & PROPER,"1023 K St  Sacramento, CA 95814-3803","['7', '23', '33']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=7A548BA9-778A-4DB1-BC62-E147644BFAB7,1023-nas
4755,LAKESIDE AM/PM #82356,"9590 Harbour Point Dr  Elk Grove, CA 95758-3744","['7', '33']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A7FDB1B3-FE67-4771-A66E-842C7F865608,9590-lak
4756,WING STOP,"7423 Fair Oaks Blvd Ste 4  Carmichael, CA 95608-1797","['6', '8', '21']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2FFF28AD-61A6-4DD3-8DE8-74F12C86C092,7423-win
4757,OMG COCINA,"1500 7th St Ste 1F  Sacramento, CA 95814-5445","['7', '19', '21', '23', '36', '38', '41']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AF8D232A-0045-4C20-85C4-F682637AA354,1500-omg
4758,CASA ROBLE HIGH SCHOOL,"9151 Oak Ave  Orangevale, CA 95662-2730",['27'],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=35381C9D-5786-47B9-A95E-0499AC67BA48,9151-cas
4759,YUMMY CHOICE,"1601 10th St  Sacramento, CA 95814-6405",['7'],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EC997B7E-71DF-4C59-A478-7C8695596743,1601-yum
4760,NAPOLI CULINARY ACADEMY OF AMERICA,"1401 Fulton Ave Ste B  Sacramento, CA 95825-3623","['6', '14a', '27', '29', '33', '36', '44a', '44b', '44d']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=0E381D52-76B1-452F-8D66-E53534B08B7C,1401-nap
4761,FALAFEL AND SHAWARMA PLANET,"4220 Florin Rd Ste K  Sacramento, CA 95823-2508","['1c', '4', '13', '14a', '29', '30a', '30b', '35', '36', '42', '44d']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8409831B-C020-4113-B90E-3F281D1DE906,4220-fal
4762,ROMA PIZZERIA #2,"8491 Folsom Blvd  Sacramento, CA 95826-3515","['7', '14a', '27', '33', '35', '44c']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=FC80AEA8-B18E-4421-89B8-97B8DF2678A5,8491-rom
4763,NATHANIEL S. COLLEY SR. HIGH SCHOOL,"8182 Gerber Rd  Sacramento, CA 95828-4402",[],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1478AA3A-68AE-4EC7-9DF8-974DDDBC2C65,8182-nat
4764,MIMOSA HOUSE GOLD RIVER,"2180 Golden Centre Ln Ste 10  Gold River, CA 95670-4479","['7', '22', '35', '42', '44e']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AA6F4779-CF73-4B61-ABBC-28A76BFFA22D,2180-mim
4765,MODE BREWING/ PASTA A LA MODE,"9110 Greenback Ln  Orangevale, CA 95662-4706",['1c'],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6005083F-0E89-4F2D-8C99-5CE41B63CB23,9110-mod
4766,BURGER KING #17592,"8501 Gerber Rd  Sacramento, CA 95828-4705",[],"October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=71030DDD-69CF-4AB1-BA0E-6315CD0824A5,8501-bur
4767,CALIFORNIA FISH GRILL,"2100 Arden Way Ste 100  Sacramento, CA 95825-2200","['7', '27', '30b', '36', '40', '41']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A3490BB3-D791-4AFD-9D60-DBD3EF889949,2100-cal
4768,MIDTOWN OAKS POST ACUTE-LHCF,"2600 L St  Sacramento, CA 95816-5612","['7', '14a', '21', '38', '41', '43']","October 17, 2023",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=0EC8822E-FAB4-44AC-AD7A-641D6660061F,2600-mid
