,key,alias,name,rating,price,review_count,categories,lat,lon,display_address,addy_one,addy_two,addy_three,city,zip_code,phone
2458,350-pre,pretty-sweet-folsom,Pretty Sweet,4.0,$$,209,"['Cupcakes', 'Desserts', 'Custom Cakes']",38.65011786571392,-121.12029412945178,"['350 Palladio Pkwy', 'Ste 1935', 'Folsom, CA 95630']",350 Palladio Pkwy,,,Folsom,95630,19168055165.0
2459,9372-duc,duckys-donut-shack-orangevale-2,Ducky's Donut Shack,4.6,$,104,"['Donuts', 'Coffee & Tea']",38.6710377473499,-121.202909214014,"['9372 Madison Ave', 'Ste 9', 'Orangevale, CA 95662']",9372 Madison Ave,,,Orangevale,95662,19162947574.0
2460,9580-lol,lolitas-authentic-cuisine-folsom-2,Lolitas Authentic Cuisine,4.0,$,141,['Mexican'],38.698512,-121.190642,"['9580 Oak Avenue Pkwy', 'Ste 12D', 'Folsom, CA 95630']",9580 Oak Avenue Pkwy,,,Folsom,95630,19169877300.0
2461,9372-str,strobellis-pizza-orangevale,Strobelli's Pizza,4.1,$$,214,"['Pizza', 'Salad', 'Sandwiches']",38.6712501,-121.2039765,"['9372 Madison Ave', 'Ste 6', 'Orangevale, CA 95662']",9372 Madison Ave,,,Orangevale,95662,19169896666.0
2462,330-ici,icing-on-the-cupcake-folsom-2,Icing On The Cupcake,4.3,$,89,"['Cupcakes', 'Desserts']",38.649439,-121.1197653,"['330 Palladio Pkwy', 'Ste 2207', 'Folsom, CA 95630']",330 Palladio Pkwy,,,Folsom,95630,19163034333.0
2463,9372-the,the-paisley-cafe-orangevale,The Paisley Cafe,4.4,$$,251,"['Cafes', 'Bakeries', 'Breakfast & Brunch']",38.6710996344898,-121.20389804598392,"['9372 Madison Ave', 'Ste 1', 'Orangevale, CA 95662']",9372 Madison Ave,,,Orangevale,95662,19167908815.0
2464,9580-the,the-canyon-grill-and-alehouse-folsom,The Canyon Grill and Alehouse,3.7,$$,269,"['American', 'Sports Bars']",38.6984111646444,-121.191894750969,"['9580 Oak Ave Pkwy', 'Ste 8', 'Folsom, CA 95630']",9580 Oak Ave Pkwy,,,Folsom,95630,19169878700.0
2465,250-the,the-chocolate-architect-folsom-2,The Chocolate Architect,4.2,$$,128,['Chocolatiers & Shops'],38.6488647419289,-121.119989960574,"['250 Palladio Pkwy', 'Ste 1335', 'Folsom, CA 95630']",250 Palladio Pkwy,,,Folsom,95630,19169669006.0
2466,2371-fol,folsom-thai-cuisine-folsom,Folsom Thai Cuisine,4.4,$$,370,"['Thai', 'Pan Asian', 'Noodles']",38.64487684887758,-121.12497934109987,"['2371 Iron Point Rd', 'Ste 100', 'Folsom, CA 95630']",2371 Iron Point Rd,,,Folsom,95630,19169839000.0
2467,250-buc,buckhorn-bbq-grill-folsom-2,Buckhorn BBQ + Grill,3.3,$$,336,"['Barbeque', 'Burgers', 'Salad']",38.648742165260096,-121.1199475381227,"['250 Palladio Pkwy', 'Ste 1339', 'Folsom, CA 95630']",250 Palladio Pkwy,,,Folsom,95630,19164969649.0
2468,310-fri,friends-with-benedicts-mimosa-house-folsom,Friends With Benedicts Mimosa House,3.6,$$,228,['Breakfast & Brunch'],38.65013,-121.11828,"['310 Palladio Pkwy', 'Ste 713', 'Folsom, CA 95630']",310 Palladio Pkwy,,,Folsom,95630,19166184331.0
2469,13000-ghi,ghirardelli-factory-outlet-folsom,Ghirardelli Factory Outlet,3.5,$,2,['Chocolatiers & Shops'],38.6445,-121.18963,"['13000 Folsom Blvd', 'Ste 213', 'Folsom, CA 95630']",13000 Folsom Blvd,,,Folsom,95630,19166082159.0
2470,13000-roc,rocky-mountain-chocolate-folsom,Rocky Mountain Chocolate,2.1,$$,37,['Candy Stores'],38.643543,-121.187453,"['13000 Folsom Blvd', 'Ste 809', 'Folsom, CA 95630']",13000 Folsom Blvd,,,Folsom,95630,19169854832.0
2471,13000-nat,natomas-station-hof-brau-folsom,Natomas Station Hof Brau,1.0,$,1,['American'],38.6445,-121.18963,"['13000 Folsom Blvd', 'Ste 211', 'Folsom, CA 95630']",13000 Folsom Blvd,,,Folsom,95630,19163511280.0
2472,280-bar,barnes-and-noble-folsom,Barnes & Noble,4.0,$$,99,"['Coffee & Tea', 'Bookstores', 'Toy Stores']",38.649220629987305,-121.1187300070627,"['280 Palladio Dr', 'Folsom, CA 95630']",280 Palladio Dr,,,Folsom,95630,19169844428.0
2473,9580-sta,starbucks-folsom-12,Starbucks,4.4,$$,46,['Coffee & Tea'],38.699378,-121.19183,"['9580 Oak Ave', 'Folsom Village Shopping Center', 'Folsom, CA 95630']",9580 Oak Ave,,,Folsom,95630,19169883560.0
2474,280-pin,pinkberry-folsom,Pinkberry,3.9,$,125,['Ice Cream & Frozen Yogurt'],38.648983,-121.11871,"['280 Palladio Pkwy', 'Ste 933', 'Folsom, CA 95630']",280 Palladio Pkwy,,,Folsom,95630,19169833550.0
2475,280-dev,devil-and-angel-desserts-folsom-2,Devil & Angel Desserts,4.6,$$,53,"['Ice Cream & Frozen Yogurt', 'Bubble Tea', 'Donuts']",38.648971,-121.118724,"['280 Palladio Pkwy', 'Ste 929', 'Folsom, CA 95630']",280 Palladio Pkwy,,,Folsom,95630,19168171811.0
2476,230-pet,petra-greek-folsom,Petra Greek,4.0,$$,363,"['Greek', 'Mediterranean']",38.64832,-121.11941,"['230 Palladio Pkwy', 'Ste 1213', 'Folsom, CA 95630']",230 Palladio Pkwy,,,Folsom,95630,19166936397.0
2477,2379-laz,lazi-cow-folsom-folsom,Lazi Cow - Folsom,4.0,$$,124,"['Bubble Tea', 'Desserts']",38.64508,-121.12342,"['2379 Iron Point Rd', 'Ste 110', 'Folsom, CA 95630']",2379 Iron Point Rd,,,Folsom,95630,19167908053.0
2478,230-pok,poke-noke-folsom-5,Poke Noke,3.8,$$,109,"['Hawaiian', 'Japanese', 'Poke']",38.648221,-121.1193946,"['230 Palladio Dr', 'Ste 1203', 'Folsom, CA 95630']",230 Palladio Dr,,,Folsom,95630,19165427226.0
2479,2379-chi,chipotle-mexican-grill-folsom-3,Chipotle Mexican Grill,2.2,$$,205,"['Mexican', 'Fast Food']",38.645012,-121.123368,"['2379 Iron Point Rd', 'Ste 120', 'Folsom, CA 95630']",2379 Iron Point Rd,,,Folsom,95630,19166054040.0
2480,9346-bad,badfish-coffee-and-tea-orangevale,Badfish Coffee & Tea,4.6,$,218,['Coffee & Tea'],38.6772645501042,-121.205072142184,"['9346 Greenback Ln', 'Ste 3', 'Orangevale, CA 95662']",9346 Greenback Ln,,,Orangevale,95662,19166739819.0
2481,9353-lup,lupitas-mexican-restaurant-orangevale-5,Lupita's Mexican Restaurant,4.2,$,204,"['Spanish', 'Tex-Mex', 'Mexican']",38.678758511691925,-121.20501733835056,"['9353 Greenback Ln', 'Orangevale, CA 95662']",9353 Greenback Ln,,,Orangevale,95662,19169880888.0
2482,270-who,whole-foods-market-folsom-4,Whole Foods Market,3.7,$$$,310,"['Grocery', 'Health Markets', 'Organic Stores']",38.64869286,-121.1180005,"['270 Palladio Pkwy', 'Folsom, CA 95630']",270 Palladio Pkwy,,,Folsom,95630,19169848500.0
2483,260-see,sees-candies-folsom-2,See's Candies,3.6,$$$,42,"['Candy Stores', 'Gift Shops', 'Chocolatiers & Shops']",38.648353,-121.118271,"['260 Palladio Pkwy', 'Palladio at Broadstone', 'Folsom, CA 95630']",260 Palladio Pkwy,Palladio at Broadstone,Palladio at Broadstone,Folsom,95630,19169837288.0
2484,2405-sub,subway-folsom-20,Subway,3.2,$,31,['Sandwiches'],38.6450697487363,-121.122016876836,"['2405 Iron Point Rd', 'Ste 130', 'Folsom, CA 95630']",2405 Iron Point Rd,,,Folsom,95630,19169847733.0
2485,2405-men,menchies-folsom,Menchie's,4.0,$,82,['Ice Cream & Frozen Yogurt'],38.64498,-121.12196,"['2405 Iron Point Rd', 'Ste 120', 'Folsom, CA 95630']",2405 Iron Point Rd,,,Folsom,95630,19163659640.0
2486,2455-lea,leatherbys-family-creamery-folsom-folsom,Leatherby's Family Creamery- Folsom,4.4,$$,112,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Sandwiches']",38.645301,-121.121346,"['2455 Iron Point Rd', 'Folsom, CA 95630']",2455 Iron Point Rd,,,Folsom,95630,19165102373.0
2487,170-mcd,mcdonalds-folsom-7,McDonald's,2.0,$,117,"['Fast Food', 'Burgers', 'Coffee & Tea']",38.6436685964107,-121.189545417124,"['170 Iron Point Rd', 'Folsom, CA 95630']",170 Iron Point Rd,,,Folsom,95630,19163519201.0
2488,210-noa,noahs-ny-bagels-folsom,Noah's NY Bagels,2.4,$,111,"['Bagels', 'Sandwiches', 'Breakfast & Brunch']",38.64832033,-121.11641717,"['210 Palladio Pkwy', 'Folsom, CA 95630']",210 Palladio Pkwy,,,Folsom,95630,19166428150.0
2489,2505-wen,wendys-folsom,Wendy's,2.1,$,108,"['Fast Food', 'Burgers']",38.646348,-121.1181708,"['2505 Iron Point Dr.', 'Folsom, CA 95630']",2505 Iron Point Dr.,,,Folsom,95630,19169848554.0
2490,2485-oli,olive-garden-italian-restaurant-folsom-2,Olive Garden Italian Restaurant,3.7,$$,298,"['Italian', 'Salad', 'Soup']",38.645928,-121.118647,"['2485 Iron Point Blvd', 'Folsom, CA 95630']",2485 Iron Point Blvd,,,Folsom,95630,19169847036.0
2491,9295-dai,dairy-queen-grill-and-chill-orangevale-2,Dairy Queen Grill & Chill,3.0,$,117,"['Fast Food', 'Ice Cream & Frozen Yogurt', 'Burgers']",38.6784858,-121.207421422005,"['9295 Greenback Ln', 'Orangevale, CA 95662']",9295 Greenback Ln,,,Orangevale,95662,19169884015.0
2492,2535-kfc,kfc-folsom-3,KFC,1.7,$,116,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",38.646708,-121.1175,"['2535 Iron Point Rd', 'Folsom, CA 95630']",2535 Iron Point Rd,,,Folsom,95630,19169833883.0
2493,161-chi,chilis-folsom-8,Chili's,2.9,$$,286,"['Tex-Mex', 'American', 'Bars']",38.64346,-121.19085,"['161 Iron Point Rd', 'Folsom, CA 95630']",161 Iron Point Rd,,,Folsom,95630,19163511118.0
2494,171-bur,burger-king-folsom,Burger King,2.4,$,81,"['Burgers', 'Fast Food']",38.642988,-121.190424039974,"['171 Iron Point Rd', 'Folsom, CA 95630']",171 Iron Point Rd,,,Folsom,95630,19163530863.0
2495,2545-tac,taco-bell-folsom-5,Taco Bell,1.9,$,70,"['Fast Food', 'Mexican']",38.64803,-121.11551,"['2545 Iron Point Rd', 'Folsom, CA 95630']",2545 Iron Point Rd,,,Folsom,95630,19167905615.0
2496,9267-ton,tonnos-sports-bar-and-grill-orangevale,Tonno's Sports Bar and Grill,4.2,$$,186,"['Sports Bars', 'American']",38.678569,-121.20812500000012,"['9267 Greenback Ln', 'Orangevale, CA 95662']",9267 Greenback Ln,,,Orangevale,95662,19169898666.0
2497,313-cha,chaat-paradise-folsom-folsom,Chaat Paradise Folsom,4.5,$$,37,"['Vegan', 'Vegetarian', 'Indian']",38.641399,-121.188749,"['313 Iron Point Rd', 'Folsom, CA 95630']",313 Iron Point Rd,,,Folsom,95630,19163654599.0
2498,157-cur,curries-and-biryanis-folsom,Curries & Biryanis,4.8,$$,41,"['Buffets', 'Indian']",38.643061,-121.191514,"['157 Iron Point Rd', 'Folsom, CA 95630']",157 Iron Point Rd,,,Folsom,95630,19164303227.0
2499,2515-car,carls-jr-folsom-3,Carl's Jr,1.8,$,48,"['Burgers', 'Fast Food', 'Breakfast & Brunch']",38.6457679799941,-121.117591845233,"['2515 Iron Point Rd', 'Folsom, CA 95630']",2515 Iron Point Rd,,,Folsom,95630,19169830461.0
2500,153-and,andys-kitchen-folsom-3,Andy's Kitchen,4.5,$$,253,['Chinese'],38.64305864165178,-121.19139294833548,"['153 Iron Point Rd', 'Folsom, CA 95630']",153 Iron Point Rd,,,Folsom,95630,19163531818.0
2501,305-kin,kingdom-coffee-roasters-folsom,Kingdom Coffee Roasters,4.7,$,243,"['Coffee Roasteries', 'Coffee & Tea']",38.6419008,-121.1883525,"['305 Iron Point Rd', 'Folsom, CA 95630']",305 Iron Point Rd,,,Folsom,95630,
2502,9267-oco,o-connors-wood-fire-grill-and-bar-orangevale,O'Connors Wood Fire Grill & Bar,3.5,$$,324,"['Barbeque', 'Bars', 'Italian']",38.678536726825065,-121.2086490720594,"['9267 Greenback Ln', 'Ste A1', 'Orangevale, CA 95662']",9267 Greenback Ln,,,Orangevale,95662,19169880112.0
2503,2595-bev,bevmo-folsom,BevMo!,3.0,$$,40,"['Beer, Wine & Spirits']",38.647029876709,-121.115859985352,"['2595 Iron Point Rd', 'Folsom, CA 95630']",2595 Iron Point Rd,,,Folsom,95630,19168172596.0
2504,299-pro,prontos-new-york-style-pizzeria-folsom,Pronto's New York Style Pizzeria,4.2,$,289,"['Pizza', 'Italian']",38.64204,-121.18858,"['299 Iron Point Rd', 'Ste 100', 'Folsom, CA 95630']",299 Iron Point Rd,,,Folsom,95630,19166080720.0
2505,2525-iho,ihop-folsom-2,IHOP,3.1,$$,157,"['Breakfast & Brunch', 'American', 'Burgers']",38.64552,-121.11691,"['2525 Iron Point Rd', 'Folsom, CA 95630']",2525 Iron Point Rd,,,Folsom,95630,19168176580.0
2506,9260-lou,lous-liquors-food-and-video-orangevale,Lou's Liquors Food & Video,2.7,$$,6,"['Beer, Wine & Spirits']",38.6781139,-121.2089576,"['9260 Greenback Ln', 'Orangevale, CA 95662']",9260 Greenback Ln,,,Orangevale,95662,19169877724.0
2507,297-rel,reliance-supermart-folsom,Reliance SuperMart,2.3,$$,23,['International Grocery'],38.6419521,-121.1884682,"['297 Iron Point Rd', 'Folsom, CA 95630']",297 Iron Point Rd,,,Folsom,95630,19162940027.0
2508,225-inn,in-n-out-burger-folsom,In-N-Out Burger,3.7,$,265,"['Burgers', 'Fast Food']",38.6467458612358,-121.114430018383,"['225 Placerville Rd', 'Folsom, CA 95630']",225 Placerville Rd,,,Folsom,95630,18007861000.0
2509,9222-jan,jans-cocktail-lounge-orangevale,Jan's Cocktail Lounge,4.0,$,84,"['New American', 'Lounges']",38.677845,-121.209966,"['9222 Greenback Ln', 'Orangevale, CA 95662']",9222 Greenback Ln,,,Orangevale,95662,
2510,195-sta,starbucks-coffee-folsom-10,STARBUCKS COFFEE,2.7,$$,118,['Coffee & Tea'],38.646244,-121.113566,"['195 Placerville Rd', 'Ste 130', 'Folsom, CA 95630']",195 Placerville Rd,,,Folsom,95630,19168172461.0
2511,195-cru,crumbl-cookies-folsom-folsom,Crumbl - Folsom,4.0,$$$,161,"['Bakeries', 'Desserts', 'Ice Cream & Frozen Yogurt']",38.646185,-121.113397,"['195 Placerville Rd', 'Ste 120', 'Folsom, CA 95630']",195 Placerville Rd,,,Folsom,95630,19162386302.0
2512,195-bad,bad-bakers-folsom-folsom,Bad Bakers-Folsom,3.6,$$,105,"['Bakeries', 'Desserts', 'Donuts']",38.64597031826096,-121.1130865775873,"['195 Placerville Rd', 'Folsom, CA 95630']",195 Placerville Rd,,,Folsom,95630,19167908042.0
2513,165-men,mendocino-farms-folsom-2,Mendocino Farms,3.9,$$,83,"['Salad', 'Sandwiches']",38.644762,-121.113118,"['165 Placerville Rd', 'Folsom, CA 95630']",165 Placerville Rd,,,Folsom,95630,19163658878.0
2514,1800-cos,costco-food-court-folsom,Costco Food Court,3.4,$,17,['Food Court'],38.6457,-121.109976,"['1800 Cavitt Dr', 'Folsom, CA 95630']",1800 Cavitt Dr,,,Folsom,95630,19168501000.0
2515,205-cos,costco-gasoline-folsom,Costco Gasoline,4.0,$,41,"['Gas Stations', 'Convenience Stores']",38.64641,-121.10744,"['205 Serpa Way', 'Folsom, CA 95630']",205 Serpa Way,,,Folsom,95630,
2516,6331-tom,tom-tomich-orchards-orangevale,Tom Tomich Orchards,5.0,$,2,['Fruits & Veggies'],38.68108,-121.21744,"['6331 Filbert Ave', 'Orangevale, CA 95662']",6331 Filbert Ave,,,Orangevale,95662,19169880987.0
2517,8961-wal,walmart-supercenter-orangevale,Walmart Supercenter,2.1,$,130,"['Department Stores', 'Grocery']",38.67938,-121.22255,"['8961 Greenback Ln', 'Orangevale, CA 95662']",8961 Greenback Ln,,,Orangevale,95662,19169895800.0
2518,8929-pan,panda-express-fair-oaks,Panda Express,2.4,$,101,"['Fast Food', 'Chinese']",38.66463,-121.22303,"['8929 Madison Avenue', 'Suite 210', 'Fair Oaks, CA 95628']",8929 Madison Avenue,,,Fair Oaks,95628,19169613387.0
2519,8934-lit,little-caesars-orangevale,Little Caesars,2.0,$,38,"['Pizza', 'Chicken Wings']",38.6782482184925,-121.224182196304,"['8934 Greenback Ln', 'Orangevale, CA 95662']",8934 Greenback Ln,,,Orangevale,95662,19169894006.0
2520,8925-sta,starbucks-fair-oaks-4,Starbucks,3.0,$,8,['Coffee & Tea'],38.665378,-121.22402659,"['8925 Madison Ave', 'Safeway', 'Fair Oaks, CA 95628']",8925 Madison Ave,Safeway,Safeway,Fair Oaks,95628,19169651034.0
2521,8925-saf,safeway-fair-oaks,Safeway,3.1,$$,108,['Grocery'],38.66513,-121.2242725,"['8925 Madison Ave', 'Fair Oaks, CA 95628']",8925 Madison Ave,,,Fair Oaks,95628,19169651034.0
2522,8909-pee,peets-coffee-fair-oaks-2,Peet's Coffee,4.1,$,95,['Coffee & Tea'],38.664329,-121.224494,"['8909 Madison Ave', 'Ste 400', 'Fair Oaks, CA 95628']",8909 Madison Ave,,,Fair Oaks,95628,19168443050.0
2523,8909-ben,bento-revolving-sushi-fair-oaks,Bento Revolving Sushi,3.8,$$,319,['Sushi Bars'],38.66426826116956,-121.2246733,"['8909 Madison Ave', 'Fair Oaks, CA 95628']",8909 Madison Ave,,,Fair Oaks,95628,19169037160.0
2524,5442-nek,nekter-juice-bar-fair-oaks,Nekter Juice Bar,3.6,$$,41,"['Juice Bars & Smoothies', 'Acai Bowls', 'Ice Cream & Frozen Yogurt']",38.66470682439593,-121.22522838220894,"['5442 Hazel Ave', 'Ste 502', 'Fair Oaks, CA 95628']",5442 Hazel Ave,,,Fair Oaks,95628,19169037038.0
2525,5442-fiv,five-guys-fair-oaks,Five Guys,2.6,$$,49,"['Burgers', 'Fast Food', 'Sandwiches']",38.66470315200798,-121.22521967303372,"['5442 Hazel Ave', 'Fair Oaks, CA 95628']",5442 Hazel Ave,,,Fair Oaks,95628,12792019665.0
2526,5312-tap,tapatios-taco-shop-fair-oaks,Tapatio's Taco Shop,3.9,$$,29,"['Fast Food', 'Mexican']",38.663296,-121.225265,"['5312 Hazel Ave', 'Fair Oaks, CA 95628']",5312 Hazel Ave,,,Fair Oaks,95628,19168447214.0
2527,5301-mcd,mcdonalds-fair-oaks-5,McDonald's,1.6,$,112,"['Fast Food', 'Burgers', 'Coffee & Tea']",38.662945,-121.226322,"['5301 Hazel Ave', 'Fair Oaks, CA 95628']",5301 Hazel Ave,,,Fair Oaks,95628,19169671642.0
2528,5223-chi,chipotle-mexican-grill-fair-oaks-2,Chipotle Mexican Grill,2.5,$,164,"['Mexican', 'Fast Food']",38.6615636787105,-121.22602352734116,"['5223 Hazel Ave', 'Fair Oaks, CA 95628']",5223 Hazel Ave,,,Fair Oaks,95628,19165369205.0
2529,8898-del,del-taco-fair-oaks,Del Taco,2.2,$,86,['Mexican'],38.6637451,-121.2259,"['8898 Madison Ave', 'Fair Oaks, CA 95628']",8898 Madison Ave,,,Fair Oaks,95628,19169664135.0
2530,8894-bas,baskin-robbins-fair-oaks-2,Baskin-Robbins,3.9,$,39,"['Ice Cream & Frozen Yogurt', 'Desserts', 'Custom Cakes']",38.6626679768561,-121.226770370879,"['8894 Madison Ave', 'Fair Oaks, CA 95628']",8894 Madison Ave,,,Fair Oaks,95628,19169667713.0
2531,5241-rim,rims-deli-fair-oaks,Rim's Deli,4.5,$$,352,"['Delis', 'Sandwiches', 'Soup']",38.66241,-121.2268244,"['5241 Hazel Ave', 'Fair Oaks, CA 95628']",5241 Hazel Ave,,,Fair Oaks,95628,19169667707.0
2532,5249-noa,noahs-ny-bagels-fair-oaks,Noah's NY Bagels,3.1,$,159,"['Bagels', 'Breakfast & Brunch', 'Sandwiches']",38.6625632721263,-121.22687929396538,"['5249 Hazel Ave', 'Fair Oaks, CA 95628']",5249 Hazel Ave,,,Fair Oaks,95628,19168483283.0
2533,8878-jam,jamba-fair-oaks,Jamba,3.7,$,45,['Juice Bars & Smoothies'],38.66257722259748,-121.2269561,"['8878 Madison Ave.', 'Space 8890 Bldg C', 'Fair Oaks, CA 95628']",8878 Madison Ave.,,,Fair Oaks,95628,19169668458.0
2534,8844-ada,adalbertos-mexican-food-orangevale,Adalbertos Mexican Food,3.4,$,205,['Mexican'],38.67818,-121.2281601,"['8844 Greenback Ln', 'Orangevale, CA 95662']",8844 Greenback Ln,,,Orangevale,95662,19169886508.0
2535,8855-sub,subway-orangevale-2,Subway,2.2,$,31,"['Sandwiches', 'Fast Food']",38.6799199947117,-121.228030536791,"['8855 Greenback Ln', 'Orangevale, CA 95662']",8855 Greenback Ln,,,Orangevale,95662,19169880166.0
2536,8841-den,dennys-orangevale-2,Denny's,3.1,$,165,"['Diners', 'American', 'Breakfast & Brunch']",38.6788537,-121.2283112,"['8841 Greenback Ln', 'Orangevale, CA 95662']",8841 Greenback Ln,,,Orangevale,95662,19169876119.0
2537,8853-don,donut-spot-orangevale,Donut Spot,4.8,$,161,"['Donuts', 'Coffee & Tea']",38.6798198137226,-121.228206501473,"['8853 Greenback Ln', 'Orangevale, CA 95662']",8853 Greenback Ln,,,Orangevale,95662,19169891269.0
2538,8836-lan,l-and-m-liquors-orangevale,L & M Liquors,4.4,$,56,"['Beer, Wine & Spirits']",38.678217173544354,-121.2287877,"['8836 Greenback Ln', 'Orangevale, CA 95662']",8836 Greenback Ln,,,Orangevale,95662,19169888914.0
2539,8870-ral,raleys-fair-oaks,Raley's,3.5,$$,127,"['Grocery', 'Beer, Wine & Spirits', 'Delis']",38.66261,-121.22793,"['8870 Madison Ave', 'Fair Oaks, CA 95628']",8870 Madison Ave,,,Fair Oaks,95628,19169662201.0
2540,8823-tac,taco-bell-orangevale,Taco Bell,1.9,$,98,"['Mexican', 'Fast Food']",38.678942,-121.229332,"['8823 Greenback Lane', 'Orangevale, CA 95662']",8823 Greenback Lane,,,Orangevale,95662,19169877076.0
2541,8821-pap,papa-murphys-orangevale,Papa Murphy's,2.9,$,41,['Pizza'],38.6789654662931,-121.229880199966,"['8821 Greenback Lane', 'Orangevale, CA 95662']",8821 Greenback Lane,,,Orangevale,95662,19169882002.0
2542,8800-hot,hot-off-the-griddle-orangevale-3,Hot Off The Griddle,4.2,$$,181,"['Breakfast & Brunch', 'American']",38.678165,-121.230077,"['8800 Greenback Ln', 'Orangevale, CA 95662']",8800 Greenback Ln,,,Orangevale,95662,19169881201.0
2543,8801-mou,mountain-mikes-pizza-orangevale,Mountain Mike's Pizza,2.5,$$,93,"['Pizza', 'Chicken Wings']",38.67895132,-121.23002454,"['8801-A Greenback Ln', 'Orangevale, CA 95662']",8801-A Greenback Ln,,,Orangevale,95662,19169896677.0
2544,8807-cla,clay-oven-indian-cuisine-orangevale,Clay Oven Indian Cuisine,4.4,$$,328,"['Indian', 'Himalayan/Nepalese']",38.6786849,-121.2297737,"['8807 Greenback Ln', 'Orangevale, CA 95662']",8807 Greenback Ln,,,Orangevale,95662,19169891482.0
2545,8822-rou,round-table-pizza-fair-oaks-2,Round Table Pizza,2.6,$$,128,['Pizza'],38.662878029426,-121.22945,"['8822 Madison Ave', 'Fair Oaks, CA 95628']",8822 Madison Ave,,,Fair Oaks,95628,19169622700.0
2546,2006-caf,cafe-express-rancho-cordova-6,Cafe Express,4.0,$,7,"['Burgers', 'Sandwiches', 'Breakfast & Brunch']",38.62868,-121.207095,"['2006 Aerojet Rd', 'Rancho Cordova, CA 95742']",2006 Aerojet Rd,,,Rancho Cordova,95742,19163552233.0
2547,8701-win,winco-foods-orangevale,WinCo Foods,3.3,$,138,['Grocery'],38.67983223892239,-121.23371367258598,"['8701 Greenback Ln', 'Orangevale, CA 95662']",8701 Greenback Ln,,,Orangevale,95662,19169884378.0
2548,4363-tug,tugboat-fish-and-chips-fair-oaks,Tugboat Fish & Chips,4.3,$,134,"['Seafood', 'Fish & Chips']",38.645696,-121.225882,"['4363 Hazel Ave', 'Ste 3', 'Fair Oaks, CA 95628']",4363 Hazel Ave,,,Fair Oaks,95628,19169611313.0
2549,4363-gol,golden-palace-fair-oaks,Golden Palace,3.9,$,147,['Chinese'],38.645694,-121.225883,"['4363 Hazel Ave', 'Ste 4', 'Fair Oaks, CA 95628']",4363 Hazel Ave,,,Fair Oaks,95628,19169679778.0
2550,4331-don,donut-stop-fair-oaks,Donut Stop,4.7,$,87,['Donuts'],38.644821766148,-121.2262467856246,"['4331 Hazel Ave', 'Fair Oaks, CA 95628']",4331 Hazel Ave,,,Fair Oaks,95628,19169662189.0
2551,4313-haz,hazel-ridge-liquor-and-deli-fair-oaks,Hazel Ridge Liquor & Deli,4.3,$,7,"['Beer, Wine & Spirits']",38.644359,-121.2262919,"['4313 Hazel Ave', 'Fair Oaks, CA 95628']",4313 Hazel Ave,,,Fair Oaks,95628,19169621484.0
2552,8696-qui,quik-stop-orangevale,Quik Stop,1.8,$,14,"['Convenience Stores', 'Gas Stations']",38.6782035827637,-121.235420227051,"['8696 Greenback Lane', 'Orangevale, CA 95662']",8696 Greenback Lane,,,Orangevale,95662,19169870299.0
2553,12401-for,fort-rock-brewing-rancho-cordova,Fort Rock Brewing,3.9,$$,173,['Breweries'],38.63025506241699,-121.21510508587482,"['12401 Folsom Blvd', 'Ste 110', 'Rancho Cordova, CA 95742']",12401 Folsom Blvd,,,Rancho Cordova,95742,19169364616.0
2554,12401-mrt,mr-tequila-sacramento-rancho-cordova,Mr Tequila Sacramento,3.5,$$,42,"['Sports Bars', 'Mexican', 'Cocktail Bars']",38.63039770493499,-121.21552048189568,"['12401 Folsom Blvd', 'Ste 111', 'Rancho Cordova, CA 95742']",12401 Folsom Blvd,,,Rancho Cordova,95742,19167908012.0
2555,12220-tac,taco-bell-rancho-cordova,Taco Bell,1.9,$,54,"['Fast Food', 'Mexican']",38.6316449963457,-121.218670941889,"['12220 Tributary Lane', 'Rancho Cordova, CA 95670']",12220 Tributary Lane,,,Rancho Cordova,95670,19163531278.0
2556,12210-arc,arco-ampm-rancho-cordova-8,ARCO ampm,1.5,$,24,['Convenience Stores'],38.6319037,-121.2194698,"['12210 Tributary Point Dr', 'Rancho Cordova, CA 95670']",12210 Tributary Point Dr,,,Rancho Cordova,95670,19169852267.0
2557,12190-mcd,mcdonalds-rancho-cordova-2,McDonald's,1.9,$,51,"['Fast Food', 'Burgers', 'Coffee & Tea']",38.6314938743533,-121.219516843557,"['12190 Tributary Point Dr', 'Rancho Cordova, CA 95670']",12190 Tributary Point Dr,,,Rancho Cordova,95670,19163510340.0
2558,12195-sub,subway-rancho-cordova-16,Subway,2.5,$,30,"['Sandwiches', 'Fast Food']",38.63211,-121.22019,"['12195 Tributary Pointe Dr', 'Rancho Cordova, CA 95670']",12195 Tributary Pointe Dr,,,Rancho Cordova,95670,19163575100.0
2559,12195-sta,starbucks-rancho-cordova-3,Starbucks,3.2,$$,85,['Coffee & Tea'],38.632051,-121.220148,"['12195 Tributary Point Dr', 'Rancho Cordova, CA 95670']",12195 Tributary Point Dr,,,Rancho Cordova,95670,19163531038.0
2560,2222-lak,lakeforest-wines-el-dorado-hills,Lakeforest Wines,4.1,$$$,11,"['Beer, Wine & Spirits']",38.7104729220786,-121.086938628991,"['2222 Francisco Dr', 'Ste 230', 'El Dorado Hills, CA 95762']",2222 Francisco Dr,,,El Dorado Hills,95762,19169339463.0
